,Cluster,first_name,last_name,email,gender,University,Age,Class_Graduation_Year,Lease_Term,Major,Sports,Gaming,Coding,Outdoors,Movies,Art,Anime,Foodie,Music,Travel,Interest_1,Interest_2,Interest_3
171,1,Ariel,Simants,asimants4r@nifty.com,Male,CU,43,2025,12,Business,1,0,1,0,0,0,0,0,1,0,Sports,Coding,Music
172,7,Urbain,Groveham,ugroveham4s@cbsnews.com,Male,UTA,36,2026,6,Engineering,1,0,0,0,0,0,1,0,0,1,Anime,Sports,Travel
173,6,Glynda,Curme,gcurme4t@sciencedaily.com,Female,GT,21,2023,12,Computer Science,1,0,0,1,0,0,0,0,1,0,Music,Sports,Outdoors
174,6,Clarke,Sparshutt,csparshutt4u@weather.com,Male,CMU,46,2026,6,Nursing,1,0,0,0,0,0,0,0,1,1,Travel,Music,Sports
175,1,Kipper,Carrigan,kcarrigan4v@omniture.com,Male,UTA,23,2023,12,Accounting,1,0,0,0,1,0,0,0,1,0,Sports,Music,Movies
176,1,Temple,Bunclark,tbunclark4w@usa.gov,Male,UMAA,42,2026,6,Computer Science,1,0,1,0,0,1,0,0,0,0,Art,Sports,Coding
177,5,Iggy,Kittman,ikittman4x@list-manage.com,Genderfluid,UMCP,39,2022,6,Nursing,1,1,0,0,0,1,0,0,0,0,Gaming,Art,Sports
178,3,Blayne,Skune,bskune4y@yandex.ru,Male,MIT,35,2025,12,Engineering,1,0,0,1,0,1,0,0,0,0,Sports,Art,Outdoors
179,1,Marianna,Lichtfoth,mlichtfoth4z@bing.com,Female,GT,42,2026,6,Liberal Arts,0,0,1,0,1,0,0,0,0,1,Movies,Travel,Coding
180,2,Nikolos,Leinthall,nleinthall50@t.co,Male,CMU,21,2024,12,Business,0,0,0,0,0,0,1,0,1,1,Music,Anime,Travel
181,3,Shawna,Silberschatz,ssilberschatz51@123-reg.co.uk,Female,UCSA,30,2026,6,Computer Science,1,0,0,1,0,1,0,0,0,0,Sports,Art,Outdoors
182,1,Arin,Wardell,awardell52@baidu.com,Male,UWM,32,2026,12,Engineering,1,0,1,1,0,0,0,0,0,0,Coding,Outdoors,Sports
183,0,Lennie,Gibberd,lgibberd53@bravesites.com,Male,GT,44,2025,6,Nursing,0,0,0,0,0,0,1,1,0,1,Foodie,Anime,Travel
184,3,Meaghan,Tunny,mtunny54@shinystat.com,Female,CIT,43,2024,6,General Studies,0,1,0,1,0,1,0,0,0,0,Gaming,Outdoors,Art
185,0,Sandy,Clemmens,sclemmens55@live.com,Female,PU,44,2022,12,Business,0,0,0,1,1,0,0,1,0,0,Foodie,Outdoors,Movies
186,2,Nicolea,Scottini,nscottini56@telegraph.co.uk,Genderqueer,UMAA,50,2025,6,Computer Science,0,0,0,1,0,0,1,0,1,0,Outdoors,Anime,Music
187,3,Janene,Nesby,jnesby57@utexas.edu,Female,HU,32,2023,6,Biology,0,1,0,1,0,1,0,0,0,0,Outdoors,Art,Gaming
188,1,Abdel,Battabee,abattabee58@pen.io,Male,CMU,39,2024,12,Other,1,0,0,0,1,0,0,1,0,0,Foodie,Sports,Movies
189,2,Elmer,Buckbee,ebuckbee59@auda.org.au,Male,UCLA,25,2024,6,Nursing,0,1,0,0,0,1,0,0,1,0,Art,Music,Gaming
190,2,Roz,Wraggs,rwraggs5a@dailymotion.com,Female,UMAA,32,2025,6,Accounting,0,0,0,0,0,0,1,0,1,1,Anime,Travel,Music
191,3,Annecorinne,Browett,abrowett5b@tuttocitta.it,Female,UCB,20,2022,12,Business,0,0,0,0,1,1,0,0,0,1,Travel,Movies,Art
192,8,Curr,Walaron,cwalaron5c@netlog.com,Male,UIUC,24,2026,6,Engineering,0,1,1,0,0,0,1,0,0,0,Gaming,Coding,Anime
193,5,Farrel,Kunzel,fkunzel5d@quantcast.com,Male,GT,42,2024,6,Nursing,1,1,0,0,0,1,0,0,0,0,Art,Sports,Gaming
194,8,Ursula,Dulling,udulling5e@mediafire.com,Female,UW,39,2025,6,Engineering,0,0,1,0,0,0,0,0,1,1,Travel,Coding,Music
195,1,Audrey,Voyce,avoyce5f@nature.com,Female,SU,30,2022,12,Liberal Arts,1,0,1,0,0,0,0,1,0,0,Sports,Foodie,Coding
196,0,Agathe,Doerrling,adoerrling5g@angelfire.com,Female,UMCP,32,2022,12,Computer Science,0,0,0,1,0,0,0,1,1,0,Music,Foodie,Outdoors
197,7,Moreen,Grzegorczyk,mgrzegorczyk5h@liveinternet.ru,Female,CIT,39,2024,12,Accounting,0,1,0,0,1,0,1,0,0,0,Movies,Anime,Gaming
198,7,Rowney,Stainbridge,rstainbridge5i@blinklist.com,Male,UW,50,2024,12,Business,1,1,0,0,0,0,0,0,0,1,Sports,Travel,Gaming
199,7,Flossy,Mosby,fmosby5j@bigcartel.com,Female,CMU,38,2025,12,Accounting,0,1,0,1,0,0,1,0,0,0,Outdoors,Anime,Gaming
200,2,Marie,Danaher,mdanaher5k@so-net.ne.jp,Female,CIT,48,2023,12,Biology,0,0,0,0,0,1,0,1,1,0,Art,Foodie,Music
201,0,Blake,Bahde,bbahde5l@npr.org,Male,CU,40,2025,12,Nursing,0,0,0,1,0,0,1,0,0,1,Anime,Travel,Outdoors
202,7,Aron,Conduit,aconduit5m@abc.net.au,Male,SU,44,2026,12,Computer Science,0,1,0,0,0,1,0,0,0,1,Art,Travel,Gaming
203,2,Clint,Hallbird,challbird5n@facebook.com,Male,UWM,27,2026,6,Business,0,0,0,1,0,0,1,0,1,0,Music,Outdoors,Anime
204,7,Marline,Dellatorre,mdellatorre5o@cnn.com,Female,GT,44,2022,6,Liberal Arts,0,0,1,0,0,0,1,0,0,1,Anime,Coding,Travel
205,1,Leonhard,Hamnet,lhamnet5p@squidoo.com,Male,UCSA,45,2024,6,Engineering,1,0,1,0,0,0,0,0,0,1,Sports,Coding,Travel
206,1,Austin,Guyonnet,aguyonnet5q@behance.net,Male,HU,39,2024,6,Business,1,0,0,0,1,0,0,1,0,0,Foodie,Sports,Movies
207,8,Michel,Jenoure,mjenoure5r@state.gov,Non-binary,UPenn,35,2022,12,Liberal Arts,0,1,1,0,0,0,0,0,1,0,Coding,Music,Gaming
208,0,Vince,Priver,vpriver5s@wikia.com,Male,UMAA,21,2024,6,Other,1,0,0,1,0,0,0,1,0,0,Outdoors,Foodie,Sports
209,6,Elysia,Walburn,ewalburn5t@google.com,Female,UW,48,2022,12,Liberal Arts,1,1,0,1,0,0,0,0,0,0,Outdoors,Sports,Gaming
210,0,Robbin,Scrowby,rscrowby5u@i2i.jp,Female,UW,46,2025,12,General Studies,0,0,0,1,0,0,0,1,1,0,Music,Outdoors,Foodie
211,1,Florrie,Von Helmholtz,fvonhelmholtz5v@virginia.edu,Female,MIT,32,2022,6,Computer Science,1,1,0,0,1,0,0,0,0,0,Movies,Sports,Gaming
212,0,Nicolle,Prime,nprime5w@thetimes.co.uk,Female,HU,30,2025,12,Engineering,0,0,1,1,0,0,0,0,0,1,Outdoors,Coding,Travel
213,0,Bell,Gerrets,bgerrets5x@techcrunch.com,Female,MIT,28,2024,12,Business,0,0,0,1,0,1,0,0,0,1,Travel,Outdoors,Art
214,3,Giavani,Greg,ggreg5y@wordpress.com,Male,MIT,45,2024,6,Engineering,0,0,0,0,1,1,0,0,0,1,Art,Travel,Movies
215,4,Wat,Missington,wmissington5z@linkedin.com,Male,UCLA,23,2022,6,Liberal Arts,0,0,1,0,0,0,0,1,1,0,Coding,Foodie,Music
216,3,Carlyle,Kirgan,ckirgan60@si.edu,Male,GT,18,2026,12,Biology,0,1,0,0,1,1,0,0,0,0,Art,Gaming,Movies
217,0,Gale,Willingale,gwillingale61@hp.com,Female,UW,34,2022,6,Nursing,1,0,0,1,0,0,0,1,0,0,Foodie,Outdoors,Sports
218,1,Rachelle,Colrein,rcolrein62@nyu.edu,Genderqueer,SU,41,2024,12,Liberal Arts,0,0,1,0,1,0,1,0,0,0,Coding,Movies,Anime
219,2,Lea,Jamot,ljamot63@feedburner.com,Female,UIUC,37,2026,6,Liberal Arts,1,0,0,0,0,1,1,0,0,0,Anime,Art,Sports
220,1,Fredek,Lenormand,flenormand64@ibm.com,Male,PU,23,2025,12,Nursing,1,1,0,0,1,0,0,0,0,0,Movies,Gaming,Sports
221,7,Iorgos,Earle,iearle65@paginegialle.it,Male,PU,23,2026,12,Accounting,1,1,0,0,0,0,0,0,0,1,Gaming,Travel,Sports
222,8,Sandor,O'Dowling,sodowling66@techcrunch.com,Male,PU,22,2026,6,Business,0,0,1,0,0,1,0,0,0,1,Coding,Art,Travel
223,1,Natalya,Durdle,ndurdle67@dell.com,Female,PU,48,2023,6,Computer Science,1,0,1,1,0,0,0,0,0,0,Coding,Outdoors,Sports
224,0,Rusty,Phalp,rphalp68@answers.com,Male,GT,44,2024,6,Accounting,0,0,0,1,0,0,1,1,0,0,Outdoors,Foodie,Anime
225,1,Nat,Duguid,nduguid69@ucsd.edu,Male,UMCP,19,2023,12,Business,1,0,1,0,0,0,1,0,0,0,Coding,Anime,Sports
226,5,Benedict,Eisig,beisig6a@fastcompany.com,Male,CMU,46,2024,6,General Studies,1,1,0,0,0,0,0,1,0,0,Gaming,Foodie,Sports
227,0,Jo-anne,Redsull,jredsull6b@unc.edu,Female,CIT,50,2026,6,Biology,0,0,0,1,0,1,0,0,0,1,Travel,Art,Outdoors
228,0,Pierrette,McKissack,pmckissack6c@illinois.edu,Female,HU,37,2022,6,Engineering,0,1,0,1,0,0,0,1,0,0,Gaming,Outdoors,Foodie
229,8,Hiram,Pabst,hpabst6d@washingtonpost.com,Male,UTA,18,2025,6,Business,0,1,1,0,0,0,0,0,0,1,Travel,Coding,Gaming
230,0,Verney,Amburgy,vamburgy6e@google.com,Polygender,CU,19,2023,12,Business,0,0,0,1,0,0,0,0,1,1,Travel,Music,Outdoors
231,6,Alva,Perryman,aperryman6f@google.fr,Male,UW,48,2023,6,Engineering,1,0,0,0,0,0,0,0,1,1,Music,Sports,Travel
232,6,Heidi,Wadly,hwadly6g@oaic.gov.au,Female,SU,28,2026,12,Business,1,1,0,1,0,0,0,0,0,0,Gaming,Sports,Outdoors
233,7,Athena,McDarmid,amcdarmid6h@alibaba.com,Female,CIT,21,2024,6,Liberal Arts,0,1,0,1,0,0,1,0,0,0,Gaming,Anime,Outdoors
234,2,Niko,Klimashevich,nklimashevich6i@moonfruit.com,Male,UMAA,37,2024,12,Computer Science,1,0,0,0,0,0,1,0,1,0,Anime,Music,Sports
235,2,Lorrayne,Rosenfelt,lrosenfelt6j@twitpic.com,Non-binary,MIT,34,2024,6,Computer Science,0,0,0,0,1,1,1,0,0,0,Movies,Anime,Art
236,2,Mariquilla,Borkin,mborkin6k@blog.com,Female,PU,20,2024,12,Liberal Arts,0,0,1,0,0,1,1,0,0,0,Anime,Art,Coding
237,5,Ralf,Poulney,rpoulney6l@google.com.hk,Male,UCB,27,2024,6,Accounting,1,0,0,0,0,1,0,1,0,0,Foodie,Art,Sports
238,0,Mikkel,Scad,mscad6m@sohu.com,Male,HU,50,2022,6,Computer Science,0,0,0,1,0,0,0,1,1,0,Music,Foodie,Outdoors
239,2,Euell,Sweetsur,esweetsur6n@posterous.com,Male,GT,41,2023,12,Engineering,0,0,0,1,0,1,0,0,1,0,Music,Art,Outdoors
240,0,Artemas,Girauld,agirauld6o@livejournal.com,Male,UPenn,43,2025,6,Liberal Arts,0,0,0,1,0,0,0,1,0,1,Foodie,Outdoors,Travel
241,6,Bernete,Druery,bdruery6p@privacy.gov.au,Female,UPenn,38,2023,12,Business,1,0,0,1,0,0,1,0,0,0,Anime,Sports,Outdoors
242,1,Lion,Gadsden,lgadsden6q@163.com,Male,UCB,36,2022,6,Computer Science,1,0,0,0,1,0,1,0,0,0,Anime,Movies,Sports
243,7,Whitaker,Lyne,wlyne6r@ovh.net,Male,UMCP,36,2023,6,Computer Science,0,1,0,0,0,0,0,0,1,1,Travel,Music,Gaming
244,5,Giovanni,Bethune,gbethune6s@cbc.ca,Male,CIT,38,2023,12,Nursing,1,0,0,0,0,0,1,1,0,0,Foodie,Sports,Anime
245,2,Anet,Lemery,alemery6t@bigcartel.com,Female,CU,44,2026,6,Nursing,0,0,1,0,0,1,1,0,0,0,Anime,Art,Coding
246,3,Germain,Oakton,goakton6u@ezinearticles.com,Female,SU,21,2023,6,General Studies,0,0,0,1,1,0,1,0,0,0,Movies,Anime,Outdoors
247,6,Skippy,Ladd,sladd6v@xinhuanet.com,Male,UWM,38,2026,6,General Studies,1,1,0,0,0,0,0,0,1,0,Sports,Music,Gaming
248,3,Francesco,MacCroary,fmaccroary6w@google.com.hk,Polygender,PU,37,2022,12,Business,0,1,0,1,1,0,0,0,0,0,Outdoors,Movies,Gaming
249,0,Ulric,Addekin,uaddekin6x@t-online.de,Male,UCSA,26,2023,12,Business,0,0,0,1,0,0,0,0,1,1,Outdoors,Travel,Music
250,6,Maiga,Pickavant,mpickavant6y@ameblo.jp,Female,UPenn,27,2024,6,Liberal Arts,1,0,0,1,0,0,0,0,1,0,Music,Sports,Outdoors
251,1,Rea,Godley,rgodley6z@indiegogo.com,Female,UIUC,43,2025,6,Computer Science,1,0,0,1,1,0,0,0,0,0,Outdoors,Movies,Sports
252,7,Lianne,Tordiffe,ltordiffe70@elpais.com,Female,UCB,38,2022,12,Engineering,0,1,0,0,1,0,1,0,0,0,Anime,Movies,Gaming
253,1,Gayle,Kitney,gkitney71@abc.net.au,Male,UTA,40,2026,12,Engineering,1,0,1,0,0,1,0,0,0,0,Sports,Coding,Art
254,8,Welby,Bessey,wbessey72@i2i.jp,Genderfluid,PU,42,2022,12,Liberal Arts,0,1,1,0,0,0,0,0,0,1,Travel,Gaming,Coding
255,0,Kellen,Tredwell,ktredwell73@comsenz.com,Female,UWM,34,2023,12,Nursing,0,0,0,1,0,1,0,0,0,1,Travel,Art,Outdoors
256,2,Alec,Sundin,asundin74@a8.net,Male,UCLA,26,2025,6,Nursing,1,0,0,0,0,0,1,0,1,0,Sports,Anime,Music
257,2,Shayne,Chisholme,schisholme75@lulu.com,Female,UW,21,2025,6,Biology,1,0,0,0,0,1,0,0,1,0,Music,Sports,Art
258,7,Carmita,Moss,cmoss76@nationalgeographic.com,Female,CU,44,2022,6,Accounting,0,1,0,0,1,0,0,0,0,1,Travel,Gaming,Movies
259,0,Guntar,Kelston,gkelston77@vistaprint.com,Male,UW,42,2025,12,Nursing,0,0,1,0,0,0,0,1,0,1,Travel,Foodie,Coding
260,3,Walden,Dunkerton,wdunkerton78@si.edu,Male,UTA,44,2023,12,Accounting,1,0,0,1,0,1,0,0,0,0,Outdoors,Art,Sports
261,3,Sarena,Lismer,slismer79@free.fr,Female,HU,46,2022,12,Accounting,0,0,1,1,0,1,0,0,0,0,Art,Coding,Outdoors
262,0,Che,Van Salzberger,cvansalzberger7a@netvibes.com,Male,CU,20,2025,12,Engineering,0,0,0,1,0,1,0,1,0,0,Foodie,Outdoors,Art
263,8,Farrel,Lope,flope7b@examiner.com,Male,CU,46,2025,6,Computer Science,1,1,1,0,0,0,0,0,0,0,Gaming,Coding,Sports
264,3,Joseito,Marran,jmarran7c@marriott.com,Non-binary,UCSA,19,2023,6,Accounting,1,0,0,1,0,1,0,0,0,0,Art,Outdoors,Sports
265,8,Kip,Vockings,kvockings7d@huffingtonpost.com,Female,UPenn,36,2025,12,Nursing,0,0,1,0,0,1,0,0,0,1,Art,Coding,Travel
266,8,Godart,Boulds,gboulds7e@devhub.com,Male,UMAA,39,2026,6,Business,0,1,1,1,0,0,0,0,0,0,Gaming,Coding,Outdoors
267,1,Briggs,Perocci,bperocci7f@cmu.edu,Male,UW,50,2025,12,Biology,1,0,0,1,1,0,0,0,0,0,Movies,Outdoors,Sports
268,2,Myrtia,Glanton,mglanton7g@comcast.net,Female,UPenn,31,2024,6,Computer Science,0,0,0,0,0,1,1,0,1,0,Music,Anime,Art
269,2,Si,Spurryer,sspurryer7h@jigsy.com,Genderfluid,UMCP,49,2026,12,Computer Science,0,1,0,0,0,1,1,0,0,0,Anime,Art,Gaming
270,1,Ephraim,Kettoe,ekettoe7i@ebay.com,Bigender,UPenn,44,2025,12,General Studies,1,0,1,0,0,0,0,0,1,0,Music,Coding,Sports
271,0,Lancelot,Madgewick,lmadgewick7j@ycombinator.com,Male,CIT,20,2024,6,Accounting,0,0,0,1,1,0,0,1,0,0,Movies,Outdoors,Foodie
272,1,Renado,Bernardino,rbernardino7k@newsvine.com,Male,UWM,47,2026,6,Nursing,1,0,1,0,0,0,0,1,0,0,Sports,Coding,Foodie
273,6,Tomkin,Naerup,tnaerup7l@wired.com,Male,HU,29,2025,12,Business,1,1,0,0,0,0,0,0,1,0,Gaming,Music,Sports
274,2,Yank,Kunneke,ykunneke7m@lycos.com,Male,UTA,19,2026,6,Engineering,0,0,0,1,0,1,0,0,1,0,Outdoors,Music,Art
275,1,Hinze,Ewen,hewen7n@homestead.com,Bigender,SU,36,2022,12,Business,1,1,0,0,1,0,0,0,0,0,Movies,Sports,Gaming
276,4,Veriee,Edgson,vedgson7o@fda.gov,Female,UW,46,2023,6,Computer Science,0,0,0,0,1,0,0,0,1,1,Movies,Music,Travel
277,1,Stearne,McIan,smcian7p@domainmarket.com,Male,UPenn,32,2025,12,Nursing,0,0,1,0,1,1,0,0,0,0,Movies,Coding,Art
278,2,Mace,Siggery,msiggery7q@nytimes.com,Male,UW,19,2024,12,General Studies,0,0,0,0,1,1,0,0,1,0,Music,Movies,Art
279,0,Garrik,Cheesman,gcheesman7r@acquirethisname.com,Male,UCSA,50,2024,6,Biology,0,0,0,1,1,0,0,0,0,1,Travel,Outdoors,Movies
280,5,Chickie,Barttrum,cbarttrum7s@wikimedia.org,Female,UMCP,34,2025,6,Liberal Arts,0,1,0,0,0,1,0,1,0,0,Art,Gaming,Foodie
281,3,Gunilla,Cord,gcord7t@fda.gov,Female,UWM,22,2026,6,Engineering,0,0,1,1,0,1,0,0,0,0,Art,Outdoors,Coding
282,1,Bevan,Binnes,bbinnes7u@arizona.edu,Male,GT,29,2026,6,Nursing,1,0,1,0,0,0,0,0,0,1,Coding,Sports,Travel
283,1,Davidson,Gibbon,dgibbon7v@acquirethisname.com,Male,UMCP,30,2022,12,Computer Science,0,0,1,0,1,0,1,0,0,0,Movies,Anime,Coding
284,0,Pepe,Scase,pscase7w@cmu.edu,Male,UMCP,40,2026,6,Engineering,0,0,0,0,0,1,0,1,0,1,Travel,Foodie,Art
285,0,Vinny,Langridge,vlangridge7x@buzzfeed.com,Male,UW,45,2022,12,Engineering,0,0,0,1,1,0,0,1,0,0,Movies,Outdoors,Foodie
286,8,Gilly,Wilcher,gwilcher7y@youtube.com,Agender,MIT,50,2022,12,Engineering,0,0,1,0,0,0,0,0,1,1,Coding,Music,Travel
287,1,Mariellen,Ivey,mivey7z@facebook.com,Female,CU,33,2023,12,Computer Science,0,0,1,0,1,0,0,0,1,0,Movies,Coding,Music
288,4,Alfred,Verrillo,averrillo80@europa.eu,Agender,UPenn,18,2025,6,Engineering,0,0,0,0,1,0,0,0,1,1,Music,Movies,Travel
289,8,Tome,MacElane,tmacelane81@barnesandnoble.com,Male,UCB,28,2023,6,Engineering,0,0,1,1,0,0,1,0,0,0,Coding,Outdoors,Anime
290,1,Cele,Pobjoy,cpobjoy82@netlog.com,Bigender,UWM,26,2022,6,Computer Science,1,0,1,0,0,1,0,0,0,0,Coding,Art,Sports
291,2,Padraig,Simonato,psimonato83@virginia.edu,Male,CIT,36,2023,12,Business,0,1,0,0,0,0,1,0,1,0,Gaming,Music,Anime
292,1,Erik,Zavattiero,ezavattiero84@umich.edu,Male,CMU,27,2024,12,Other,0,0,1,0,1,0,1,0,0,0,Coding,Movies,Anime
293,2,Gabby,Bugbird,gbugbird85@1688.com,Agender,UMAA,45,2023,6,Nursing,0,0,0,0,0,1,0,1,1,0,Art,Foodie,Music
294,3,Tamiko,Boynton,tboynton86@flickr.com,Female,UIUC,43,2026,12,Biology,1,0,0,1,0,1,0,0,0,0,Sports,Art,Outdoors
295,0,Jaye,Abbots,jabbots87@army.mil,Male,UCSA,44,2024,6,Business,0,0,0,1,0,1,0,1,0,0,Art,Foodie,Outdoors
296,1,Anson,Liversedge,aliversedge88@photobucket.com,Male,CMU,21,2025,6,Engineering,0,0,1,0,1,0,0,0,1,0,Coding,Movies,Music
297,7,Bernette,Raoux,braoux89@hibu.com,Female,UMCP,22,2026,12,Computer Science,0,0,0,0,1,0,1,0,0,1,Travel,Movies,Anime
298,5,Meade,Middlewick,mmiddlewick8a@prnewswire.com,Polygender,UMCP,28,2023,6,Nursing,0,1,0,0,0,1,0,1,0,0,Gaming,Art,Foodie
299,0,Rainer,Dawkins,rdawkins8b@arstechnica.com,Male,PU,24,2022,6,Nursing,0,0,1,0,0,0,0,1,0,1,Coding,Foodie,Travel
300,6,Eba,Chisnall,echisnall8c@usgs.gov,Female,UPenn,38,2023,12,Business,1,0,0,1,0,0,1,0,0,0,Anime,Outdoors,Sports
301,1,Mercy,Parfrey,mparfrey8d@tuttocitta.it,Female,UCLA,29,2026,12,Engineering,1,0,0,0,1,0,1,0,0,0,Movies,Sports,Anime
302,4,Brad,Melbury,bmelbury8e@myspace.com,Male,UMAA,46,2025,6,Liberal Arts,0,0,1,0,0,0,0,1,1,0,Music,Coding,Foodie
303,0,Venus,Wathen,vwathen8f@wired.com,Female,UCB,18,2022,6,Computer Science,0,0,1,1,0,0,0,0,0,1,Outdoors,Travel,Coding
304,2,Krystle,Roscamps,kroscamps8g@arstechnica.com,Female,UW,46,2025,12,Engineering,0,0,0,1,0,1,0,0,1,0,Music,Art,Outdoors
305,0,Arney,Daniele,adaniele8h@oakley.com,Male,UMCP,28,2025,6,Accounting,0,0,0,1,0,0,1,0,0,1,Anime,Travel,Outdoors
306,0,Dennison,Sharphouse,dsharphouse8i@census.gov,Male,UCSA,33,2026,12,Engineering,0,0,0,1,1,0,0,1,0,0,Movies,Outdoors,Foodie
307,2,Fayth,Twort,ftwort8j@columbia.edu,Female,UIUC,19,2026,6,Nursing,0,0,0,1,0,1,0,0,1,0,Art,Music,Outdoors
308,2,Marlon,Carren,mcarren8k@weibo.com,Male,UMCP,31,2024,6,Engineering,0,0,0,1,0,1,1,0,0,0,Anime,Art,Outdoors
309,0,Amory,Dutnall,adutnall8l@buzzfeed.com,Male,CMU,23,2026,12,Engineering,1,0,0,1,0,0,0,1,0,0,Foodie,Sports,Outdoors
310,2,Jocelyn,Goldney,jgoldney8m@prweb.com,Female,UW,21,2022,6,Computer Science,1,0,0,0,0,1,0,0,1,0,Music,Art,Sports
311,8,Krisha,Paynter,kpaynter8n@liveinternet.ru,Male,GT,31,2022,12,Computer Science,0,0,1,0,0,0,1,1,0,0,Anime,Coding,Foodie
312,3,Claiborne,Foxworthy,cfoxworthy8o@nydailynews.com,Male,HU,22,2023,12,Business,0,1,0,0,1,1,0,0,0,0,Gaming,Art,Movies
313,0,Vassili,Lancetter,vlancetter8p@fc2.com,Male,CIT,23,2023,6,Engineering,1,0,0,0,0,0,0,1,0,1,Foodie,Sports,Travel
314,0,Ginger,Gini,ggini8q@soup.io,Male,GT,36,2022,6,Nursing,0,0,1,1,0,0,0,0,0,1,Coding,Travel,Outdoors
315,1,Sarina,Pettisall,spettisall8r@weather.com,Female,UTA,29,2026,12,Engineering,1,0,0,0,1,0,0,0,1,0,Sports,Movies,Music
316,4,Chrystal,Brookwood,cbrookwood8s@privacy.gov.au,Female,CU,28,2022,12,Biology,0,1,0,0,1,0,0,1,0,0,Gaming,Movies,Foodie
317,1,Briana,Shand,bshand8t@list-manage.com,Female,GT,45,2026,12,Computer Science,0,0,1,0,1,1,0,0,0,0,Movies,Coding,Art
318,2,Corliss,Chaimson,cchaimson8u@who.int,Bigender,UIUC,39,2023,12,Business,0,0,0,0,1,1,1,0,0,0,Movies,Anime,Art
319,3,Giorgio,Toll,gtoll8v@zimbio.com,Male,UMAA,29,2022,12,Liberal Arts,0,0,0,0,1,1,0,0,0,1,Movies,Art,Travel
320,5,Wilma,Dounbare,wdounbare8w@nature.com,Female,CIT,38,2025,6,Engineering,1,1,0,0,0,1,0,0,0,0,Sports,Art,Gaming
321,1,Conrad,Mallabon,cmallabon8x@skype.com,Genderqueer,UMCP,49,2024,6,Accounting,1,0,1,0,0,0,0,0,1,0,Coding,Music,Sports
322,5,Koo,Spencer,kspencer8y@parallels.com,Female,SU,34,2023,12,Computer Science,1,1,0,0,0,0,0,1,0,0,Sports,Gaming,Foodie
323,8,Martita,Widdicombe,mwiddicombe8z@tuttocitta.it,Agender,PU,21,2024,12,Biology,0,1,1,1,0,0,0,0,0,0,Gaming,Coding,Outdoors
324,0,Katherine,Milmore,kmilmore90@cocolog-nifty.com,Female,UMCP,32,2024,6,Engineering,0,0,0,1,1,0,0,0,0,1,Movies,Outdoors,Travel
325,0,Zitella,Sleit,zsleit91@mozilla.com,Female,UTA,25,2023,12,Business,0,0,1,1,0,0,0,1,0,0,Outdoors,Coding,Foodie
326,2,Britta,Buckam,bbuckam92@opensource.org,Female,UMAA,50,2026,12,Nursing,0,0,0,0,0,1,0,0,1,1,Art,Music,Travel
327,2,Gustave,Hedgeman,ghedgeman93@a8.net,Polygender,UTA,22,2026,6,Engineering,0,1,0,0,0,1,0,0,1,0,Art,Music,Gaming
328,8,Kaela,Aynold,kaynold94@arstechnica.com,Female,UTA,27,2024,12,Nursing,0,1,1,0,0,0,1,0,0,0,Coding,Anime,Gaming
329,8,Aubrey,D'Avaux,adavaux95@devhub.com,Male,HU,44,2026,6,Liberal Arts,0,1,1,0,0,0,0,1,0,0,Gaming,Coding,Foodie
330,0,Melloney,Tregona,mtregona96@gravatar.com,Female,SU,46,2024,12,Engineering,0,0,0,1,0,0,1,1,0,0,Anime,Foodie,Outdoors
331,7,Gauthier,Peasegod,gpeasegod97@nymag.com,Male,PU,22,2024,6,Computer Science,0,1,0,0,0,1,0,0,0,1,Travel,Gaming,Art
332,2,Leonie,Comizzoli,lcomizzoli98@wiley.com,Female,UPenn,37,2022,6,Accounting,0,0,0,0,1,1,1,0,0,0,Movies,Anime,Art
333,0,Aldous,Allinson,aallinson99@chron.com,Male,UIUC,47,2025,12,Nursing,1,0,0,1,0,0,0,0,0,1,Travel,Sports,Outdoors
334,0,Alanson,Brayshay,abrayshay9a@networksolutions.com,Male,GT,18,2025,6,General Studies,0,0,0,1,1,0,0,1,0,0,Movies,Outdoors,Foodie
335,2,Charmine,Gibbings,cgibbings9b@wikia.com,Female,PU,23,2023,12,Engineering,1,0,0,0,0,1,0,0,1,0,Sports,Art,Music
336,0,Desi,Vasyunichev,dvasyunichev9c@last.fm,Male,SU,31,2025,6,Engineering,0,0,0,0,1,0,0,1,0,1,Travel,Movies,Foodie
337,0,Derrek,Griffen,dgriffen9d@hud.gov,Bigender,HU,37,2025,6,Nursing,0,0,0,1,0,1,0,1,0,0,Foodie,Outdoors,Art
338,0,Leonora,MacKall,lmackall9e@amazon.com,Genderfluid,SU,43,2023,6,Computer Science,1,0,0,0,0,0,0,1,0,1,Sports,Travel,Foodie
339,0,Maximilian,Chrystie,mchrystie9f@blog.com,Genderfluid,GT,49,2023,6,Accounting,0,1,0,1,0,0,0,0,0,1,Gaming,Outdoors,Travel
340,1,Lock,Gossan,lgossan9g@youtube.com,Non-binary,UCB,40,2026,12,Accounting,0,0,1,0,1,0,1,0,0,0,Coding,Anime,Movies
341,4,Jessie,O'Teague,joteague9h@nature.com,Male,UCSA,21,2024,6,Nursing,0,0,0,0,1,0,0,0,1,1,Movies,Music,Travel
342,3,Brock,Clynmans,bclynmans9i@mysql.com,Male,PU,47,2025,6,Engineering,0,0,0,1,1,0,1,0,0,0,Movies,Outdoors,Anime
